SO Id,AnswerCount,Score,ViewCount,CommentCount,FavoriteCount,SumAnswersScores,AvgCommentCount,AvgAnswerersReputation,AskerReputation,Label,SSVC,HasAcceptedAnswer,,
20772486,8,12,2460,0,0,29,0,14802,86,0,1.17886178861789,1,,
20772405,2,6,5723,2,1,10,1,16952,32080,0,0.174733531364669,1,,
20772239,2,2,60,0,0,0,0,1158,706,1,0,0,,
20772002,4,3,67,0,0,11,0,20491,635,0,16.4179104477612,1,,
20771996,3,8,626,4,1,14,0,11857,655,0,2.23642172523962,1,,
20771927,2,16,623,0,0,33,0,69795,907,0,5.29695024077047,1,,
20771876,1,2,1572,1,0,0,0,1937,319,1,0,0,,
20771821,2,4,1205,2,0,3,1,1369,173,0,0.24896265560166,0,,
20771803,3,2,4938,2,0,8,0,7935,1232,0,0.162008910490077,1,,
20771737,1,2,202,0,2,3,2,133503,8543,0,1.48514851485149,1,,
20771679,2,3,135,1,0,1,3,81906,80,0,0.740740740740741,1,,
20771575,1,3,1189,0,0,2,3,28064,41,0,0.168208578637511,0,,
20771493,1,2,987,1,1,0,1,2947,40,1,0,0,,
20771486,2,4,1351,5,0,4,2,2259,362,0,0.296076980014804,1,,
20771449,1,6,543,1,0,20,2,163252,397,0,3.68324125230203,1,,
20771292,1,1,66,3,0,2,1,172112,14,0,3.03030303030303,0,,
20771245,4,3,662,1,1,9,0,1602,471,0,1.3595166163142,0,,
20771106,2,2,505,12,0,3,7,6285,59,0,0.594059405940594,1,,
20771102,5,1,1719,7,1,8,0,2536,162,0,0.465386852821408,0,,
20770702,1,1,408,8,0,1,8,91031,1236,0,0.245098039215686,1,,
20770686,1,1,514,8,1,0,0,5787,5787,0,0,1,,
20770344,4,1,79,7,0,0,1,51296,10,0,0,1,,
20770294,4,1,22975,5,0,6,0,1365,1972,1,0.026115342763874,0,,
20770276,2,1,150,4,0,1,0,21485,13,0,0.666666666666667,0,,
20770262,1,1,68,2,0,0,0,3102,54,0,0,1,,
20770138,2,1,860,0,0,8,0,63052,6,0,0.930232558139535,0,,
20034062,3,1,473,1,0,1,1,6335,23,0,0.211416490486258,0,,
20034040,1,1,1027,1,0,0,0,1285,177,1,0,0,,
20034036,3,1,92,0,0,6,0,19516,53,0,6.52173913043478,1,,
20033953,1,1,52,0,0,0,3,378086,8,0,0,1,,
20033921,3,2,1559,1,1,3,0,14940,5787,0,0.192431045542014,1,,
20033892,2,1,582,0,0,1,0,42,6,1,0.171821305841924,0,,
20033830,2,1,183,8,0,2,3,9112,60,0,1.09289617486339,1,,
20033821,1,2,1431,0,0,2,3,13525,101,0,0.139762403913347,1,,
20033725,2,1,241,0,1,4,0,3687,6,0,1.6597510373444,0,,
20033703,2,2,103,0,0,0,0,6846,51,1,0,0,,
20033598,1,2,1051,4,0,1,0,2685,27,0,0.095147478591817,1,,
20033596,1,1,1375,0,0,3,0,8715,248,0,0.218181818181818,0,,
20033571,3,3,123,8,1,3,0,1241,307,0,2.4390243902439,1,,
20033503,5,1,105,4,0,3,0,76987,73,0,2.85714285714286,1,,
20033341,2,1,754,0,0,12,0,88632,89,0,1.59151193633952,1,,
20033231,3,38,136545,5,10,92,1,3288,358,0,0.067377055183273,1,,
20033193,1,1,571,0,0,1,0,3004,1498,1,0.175131348511384,0,,
20033051,1,2,254,1,1,3,1,14512,352,0,1.18110236220472,1,,
20033050,2,3,452,0,2,8,0,6392,187,0,1.76991150442478,1,,
20032873,1,1,480,2,0,0,2,5343,6,1,0,0,,
20032865,1,1,1623,1,0,2,0,378086,162,0,0.123228589032656,0,,
20032757,2,1,168,3,0,1,0,4401,13,0,0.595238095238095,1,,
20032700,1,1,1539,5,0,2,0,6845,6,0,0.129954515919428,0,,
20032589,2,2,1178,5,0,5,4,18961,641,0,0.424448217317487,1,,
20032500,1,1,382,0,0,5,2,14512,772,0,1.30890052356021,1,,
20032454,2,6,1530,2,1,9,0,128,31,0,0.588235294117647,0,,
20032382,5,1,361,4,0,3,1,27144,16,0,0.831024930747923,0,,
20032366,3,10,4559,0,0,23,0,21829,805,0,0.504496600131608,1,,
20032339,1,1,385,10,1,1,0,25081,498,0,0.25974025974026,1,,
20032273,1,1,58,3,1,1,0,36,3740,0,1.72413793103448,1,,
19948927,3,1,332,1,0,3,1,3977,18679,0,0.903614457831325,1,,
19948897,2,1,348,0,0,6,3,15598,48,0,1.72413793103448,1,,
19948879,1,1,6391,0,1,7,1,489,405,0,0.109529025191676,1,,
19948797,1,1,39,1,0,1,0,3150,23,0,2.56410256410256,1,,
19948790,2,2,559,0,0,1,0,52594,41,1,0.178890876565295,0,,
19948788,3,1,2324,1,0,-1,1,6566,146,1,-0.04302925989673,0,,
19948490,3,5,1006,9,2,16,0,196139,3234,0,1.59045725646123,1,,
19948289,1,1,106,1,0,0,0,3942,180,1,0,0,,
19948272,1,1,51,0,0,1,1,14400,2595,0,1.96078431372549,1,,
19948182,1,1,73,0,0,0,0,7774,6,1,0,0,,
19948014,1,2,463,0,1,3,1,2809,36,0,0.647948164146868,1,,
19947939,2,3,824,1,0,1,0,234207,1930,1,0.121359223300971,0,,
19947895,2,2,638,0,0,1,0,2611,79,0,0.156739811912226,1,,
19947543,1,1,294,1,0,1,1,1357,1147,0,0.340136054421769,1,,
19947462,3,2,901,3,2,5,0,35329,71,0,0.554938956714761,1,,
19947407,1,1,499,0,0,4,0,14618,228,0,0.801603206412826,0,,
19947124,1,1,396,2,1,1,0,111,111,0,0.252525252525252,0,,
19947061,2,1,1552,8,1,0,1,29794,662,1,0,0,,
19946980,6,3,2055,5,0,6,1,5839,16,0,0.291970802919708,1,,
19946973,3,1,78,1,1,6,0,7520,42,0,7.69230769230769,0,,
19946852,4,3,1474,4,1,5,1,20333,1513,0,0.33921302578019,1,,
19946812,1,1,328,0,0,0,0,36,82,1,0,0,,
19946779,2,1,174,2,0,0,0,1855,13,0,0,1,,
19946593,1,2,518,2,0,2,0,15015,582,0,0.386100386100386,1,,
19946585,4,1,79,5,0,2,0,22591,13,0,2.53164556962025,1,,
19946468,1,2,580,1,0,2,3,744,156,0,0.344827586206897,0,,
19946311,1,1,541,4,0,2,2,12637,635,0,0.369685767097967,1,,
19946277,2,2,9629,3,0,6,1,6345,14,0,0.062311766538581,0,,
19946177,1,1,4286,7,1,3,5,4839,13,0,0.069995333644424,1,,
19946164,2,1,1312,0,0,5,5,1685,1352,0,0.38109756097561,1,,
18164649,2,1,876,5,0,2,0,111579,344,0,0.228310502283105,1,,
18164582,1,1,5081,10,1,0,0,3008,3008,1,0,1,,
18164495,2,1,182,8,1,0,3,12707,1308,1,0,0,,
18164336,2,2,1994,6,0,1,4,1683,1089,1,0.050150451354062,0,,
18164323,1,1,780,3,1,3,5,5442,2781,0,0.384615384615385,1,,
18164276,4,1,414,6,0,1,1,56060,48,0,0.241545893719807,1,,
18164255,1,11,1050,3,2,22,5,26905,97,0,2.0952380952381,0,,
18164141,1,1,939,0,0,3,0,586,586,0,0.319488817891374,1,,
18164036,1,1,1039,0,0,2,0,965,965,0,0.192492781520693,1,,
18164032,1,1,2721,0,0,2,1,14029,1293,1,0.073502388827637,1,,
18163950,7,6,868,0,2,5,1,19624,1609,0,0.576036866359447,1,,
18163895,2,1,348,15,0,1,1,585,416,1,0.28735632183908,0,,
18163749,2,2,595,0,1,4,4,4186,5065,0,0.672268907563025,1,,
18163670,2,3,4276,4,6,8,1,3654,1200,0,0.187090739008419,1,,
18163603,2,1,1528,10,1,4,1,1605,1782,0,0.261780104712042,0,,
18163512,1,1,3109,0,0,0,0,4603,13,1,0,0,,
18163404,4,14,40508,6,7,23,1,772,457,0,0.05677890787005,1,,
18163367,3,1,114,1,1,6,2,12685,468,0,5.26315789473684,1,,
18163204,5,3,514,1,0,4,2,5399,80,0,0.778210116731518,1,,
18162985,1,3,2810,1,0,3,0,3853,16,0,0.106761565836299,0,,
18162926,3,1,612,3,2,7,1,48817,416,0,1.1437908496732,1,,
18162880,1,5,8900,2,2,1,1,15015,30771,1,0.01123595505618,0,,
18162801,1,1,2793,4,1,1,4,3503,940,1,0.035803795202291,1,,
18162790,4,11,331,13,3,7,3,14743,1723,0,2.11480362537764,0,,
18162739,2,3,921,1,1,10,1,2888,1065,0,1.085776330076,1,,
18162728,1,2,120,1,0,0,1,3875,359,0,0,1,,
18162713,2,1,321,0,1,3,0,448,1090,0,0.934579439252336,1,,
18162642,3,3,3405,3,4,8,1,4542,140,0,0.234948604992658,1,,
18162519,4,4,3863,4,0,13,0,32923,519,0,0.336526016049702,1,,
18162465,1,3,257,7,0,0,0,562,237,1,0,0,,
18162370,1,1,73,1,0,2,5,222886,134,0,2.73972602739726,1,,
18162282,1,1,292,3,1,0,0,395,395,0,0,1,,
18161973,1,1,39,2,0,3,3,35458,14216,0,7.69230769230769,1,,
18161907,6,14,24240,1,2,16,1,18307,519,0,0.066006600660066,1,,
18161768,1,1,400,0,0,1,5,164190,97,1,0.25,0,,
18161702,2,1,208,1,0,2,1,30490,5281,0,0.961538461538462,1,,
18161682,3,2,6933,4,0,16,0,12400,4023,0,0.23078032597721,1,,
18161649,1,2,5053,0,0,4,3,5595,1089,0,0.079160894518108,1,,
18161638,4,2,67,4,0,9,0,75625,1252,0,13.4328358208955,1,,
18161580,3,1,327,0,0,9,1,13940,61,0,2.75229357798165,1,,
18161517,2,4,1722,1,0,0,8,841,850,1,0,1,,
18161473,1,1,416,0,0,0,6,469,385,1,0,1,,
18161332,3,1,7889,1,0,1,5,138951,9,1,0.012675877804538,0,,
18161316,4,2,852,0,0,1,0,62210,86,1,0.117370892018779,0,,
18161212,1,1,4251,0,0,5,2,2713,3469,0,0.11761938367443,1,,
18161049,1,1,4756,2,1,0,0,15847,473,1,0,1,,
18161028,1,1,1676,2,0,2,1,378086,34,0,0.119331742243437,1,,
18160948,8,16,1698,5,2,56,1,62591,81,0,3.2979976442874,0,,
18160602,4,2,121,5,0,9,1,61424,57,0,7.43801652892562,1,,
18160598,2,3,2865,3,1,8,0,101271,18,0,0.279232111692845,1,,
18160492,2,5,2860,2,0,11,0,6398,387,0,0.384615384615385,0,,
18160394,1,6,11419,2,0,0,1,2713,31,1,0,0,,
18160304,1,3,928,6,1,0,5,60949,56,1,0,0,,
18160264,4,11,2363,2,0,13,0,133720,1330,0,0.550148116800677,0,,
18159995,1,9,1001,2,3,13,1,3498,6311,0,1.2987012987013,1,,
18159965,1,3,3002,0,0,1,4,13079,35,1,0.033311125916056,1,,
18159943,1,1,44,0,0,2,1,2417,168,0,4.54545454545455,1,,
18159812,1,3,2254,0,0,5,1,378086,381,0,0.221827861579414,1,,
18159747,3,1,1077,5,0,4,1,54048,901,0,0.371402042711235,1,,
18159676,4,2,1016,0,1,5,1,30435,466,0,0.492125984251969,1,,
19183756,1,2,104,5,0,2,0,1832,4589,0,1.92307692307692,1,,
19183699,4,2,320,1,0,1,1,117160,13,0,0.3125,1,,
19183695,2,3,108,1,0,1,0,4233,16,0,0.925925925925926,0,,
19183685,1,1,98,0,0,0,0,1077,1077,1,0,1,,
19183622,1,1,1198,2,0,5,4,217909,173,0,0.417362270450751,1,,
19183607,3,2,7715,1,0,5,0,16535,11,0,0.064808813998704,0,,
19183464,1,3,268,1,0,1,0,629,629,0,0.373134328358209,1,,
19183423,4,1,1907,3,0,3,0,6054,1642,0,0.157315154693235,1,,
19183302,3,2,276,1,0,6,0,76579,4140,0,2.17391304347826,1,,
19183296,1,4,4358,0,1,0,0,2587,33,1,0,0,,
19183269,1,2,1591,2,0,1,1,133503,295,1,0.062853551225644,1,,
19183124,1,1,1108,0,1,0,3,1936,82,1,0,0,,
19182843,2,4,4706,3,1,5,0,2142,1234,0,0.106247343816405,0,,
19182788,1,1,277,0,0,0,0,7815,2458,1,0,0,,
19182700,3,13,5610,19,1,11,3,27961,321,0,0.196078431372549,1,,
19182477,1,1,2333,2,0,1,0,8983,589,1,0.042863266180883,0,,
19182475,1,1,4500,0,1,4,3,5065,68,0,0.088888888888889,1,,
19182473,1,2,534,1,0,2,4,86326,2035,0,0.374531835205993,0,,
19182405,6,2,128,13,0,7,1,5402,1362,0,5.46875,1,,
19182357,1,3,1209,0,1,4,0,72229,163252,0,0.33085194375517,1,,
19182307,1,1,566,0,0,1,0,607,607,0,0.176678445229682,0,,
19182277,3,4,605,1,2,2,3,140411,197,0,0.330578512396694,1,,
19181845,1,5,282,0,0,4,1,1804,31,0,1.41843971631206,1,,
19181810,3,7,8281,1,0,0,0,2103,114,1,0,1,,
19181563,1,1,5134,6,1,4,11,1686,6,0,0.077911959485781,0,,
19181411,1,1,1723,0,1,5,2,986,348,0,0.290191526407429,0,,
19181357,2,1,52,1,0,3,0,213042,55,0,5.76923076923077,1,,
19181241,1,2,4985,0,0,1,2,11009,2467,1,0.020060180541625,1,,
19181236,1,6,2032,3,0,3,0,4620,64,0,0.147637795275591,0,,
19181206,2,9,7042,2,2,13,0,289263,71,0,0.18460664583925,1,,
19010295,1,1,157,4,0,0,1,21983,1772,0,0,1,,
19010240,2,1,246,0,0,0,1,445,370,1,0,1,,
19010204,1,1,645,7,1,0,4,29894,482,0,0,1,,
19010147,2,1,136,0,0,0,0,3840,36,1,0,0,,
19010004,1,2,1010,0,0,1,0,146239,94,0,0.099009900990099,1,,
19009911,2,3,478,1,1,2,7,21881,153,0,0.418410041841004,1,,
19009822,5,2,1962,3,0,0,3,47088,31,1,0,1,,
19009726,3,1,82,3,0,6,0,56973,6,0,7.31707317073171,0,,
19009693,2,2,2422,0,0,1,0,499,322,1,0.041288191577209,0,,
19009660,1,2,507,0,0,2,0,414,414,0,0.394477317554241,0,,
19009583,1,4,723,0,2,2,0,36,126,0,0.276625172890733,1,,
19009524,1,4,39,0,0,1,2,164190,387,0,2.56410256410256,0,,
19009453,3,4,279,4,0,6,0,11732,1457,0,2.1505376344086,1,,
19009340,1,1,53,2,0,1,0,1455,372,0,1.88679245283019,1,,
19009248,2,1,787,5,0,0,3,151,1164,1,0,0,,
19009237,1,2,738,0,0,0,0,453,153,1,0,0,,
19009204,3,1,709,3,1,6,7,44653,617,0,0.846262341325811,1,,
19009117,5,1,10423,3,3,8,0,7709,53,0,0.076753333972945,1,,
19008995,1,1,58,0,0,0,11,91031,76,0,0,1,,
19008993,6,1,721,5,0,7,0,45102,1789,0,0.970873786407767,1,,
19008990,3,7,1913,5,0,12,5,2454,1971,0,0.627286983795086,1,,
19008970,7,1,123100,6,1,24,0,62572,76,0,0.019496344435418,0,,
19008939,1,1,6241,0,0,2,0,554,554,1,0.032046146450889,1,,
19008875,1,4,600,3,1,0,0,460,486,1,0,0,,
19008807,2,2,506,2,0,2,2,1072,1143,0,0.395256916996047,1,,
19008689,1,4,1488,4,1,1,0,261,41,1,0.067204301075269,0,,
19008641,2,1,46,0,0,0,0,52575,3415,0,0,1,,
19008617,2,2,698,1,1,0,0,40620,33,0,0,1,,
19008597,1,4,10582,3,0,8,1,11141,17520,0,0.075600075600076,0,,
19008592,2,3,10151,3,0,3,1,2277,183,1,0.029553738547926,1,,
19008516,2,4,4781,5,0,1,0,1921,84,1,0.020916126333403,0,,
19008491,1,2,9718,4,0,5,2,603,103,0,0.051450915826302,1,,
19008235,2,4,4955,0,0,8,4,24553,788,0,0.161453077699294,1,,
19008049,1,2,204,2,0,6,0,6342,350,0,2.94117647058823,1,,
19007945,1,1,382,0,0,5,5,146239,6599,0,1.30890052356021,1,,
19007739,1,1,168,15,0,1,3,2173,2697,0,0.595238095238095,1,,
19007596,3,1,316,1,0,6,1,72542,165,0,1.89873417721519,1,,
19007502,3,1,151,1,0,7,2,21845,9,0,4.63576158940397,0,,
19007428,1,1,233,0,0,3,0,178,100,0,1.28755364806867,0,,
19007399,5,1,779,6,0,6,1,21452,3803,0,0.770218228498075,1,,
17269694,3,1,2907,6,1,3,3,2649,881,0,0.103199174406605,0,,
17269660,3,4,734,3,2,8,0,21171,5152,0,1.08991825613079,1,,
17269631,2,2,1061,0,0,5,0,10258,613,0,0.471253534401508,1,,
17269524,1,1,910,4,0,0,0,46,1843,1,0,0,,
17269441,2,1,835,0,0,2,5,2567,89,0,0.239520958083832,1,,
17269350,1,2,8059,1,0,3,6,5468,164,1,0.037225462216156,1,,
17269329,5,2,11495,6,1,3,2,6014,22,1,0.026098303610265,1,,
17269209,1,4,190,0,0,1,1,3990,508,0,0.526315789473684,1,,
17268912,6,1,4742,3,0,19,0,1776,197,0,0.400674820750738,1,,
17268901,1,7,5418,4,0,7,0,619,396,0,0.129198966408269,1,,
17268714,3,1,378,8,0,10,1,710,6,0,2.64550264550265,0,,
17268659,3,4,171,7,0,11,2,95623,1607,0,6.4327485380117,1,,
17268645,2,3,2019,1,2,0,0,4693,14618,1,0,1,,
17268632,1,1,564,2,0,0,2,14618,7759,1,0,0,,
17268529,2,5,5526,2,2,5,0,639,490,0,0.090481360839667,1,,
17268513,1,1,1823,0,0,1,0,4139,2458,1,0.054854635216676,0,,
17268269,2,1,39,1,0,1,1,67084,666,0,2.56410256410256,1,,
17268212,5,8,6096,0,0,20,0,5267,312,0,0.328083989501312,1,,
17268029,3,2,800,3,0,11,0,6955,666,0,1.375,1,,
17267867,2,1,3689,3,1,6,1,126,31,0,0.162645703442667,1,,
17267723,1,1,78,0,0,1,0,16,16,0,1.28205128205128,0,,
17267670,1,2,2069,0,0,10,1,75525,11,0,0.483325277912035,0,,
17267609,1,4,7520,4,2,6,5,8254,5055,0,0.079787234042553,1,,
17267595,10,1,319,1,1,3,0,22860,13,0,0.940438871473354,1,,
17267583,1,3,5169,1,0,2,0,469,1561,1,0.038692203520991,1,,
17267576,2,9,4341,16,2,3,1,35323,87,0,0.069108500345543,1,,
17267483,2,3,365,1,0,4,1,2234,16,0,1.0958904109589,0,,
17267279,2,1,4373,1,0,2,1,2578,48,1,0.045735193231191,1,,
17267269,3,5,584,4,1,8,0,71369,2138,0,1.36986301369863,1,,
17267194,1,2,89,5,0,0,1,186049,16,1,0,0,,
17267166,3,2,90,1,0,4,1,86540,428,0,4.44444444444444,1,,
17267114,1,2,684,3,0,0,0,4294,11,1,0,0,,
17267109,1,5,25746,2,2,7,0,222886,113,0,0.027188689505166,1,,
17267017,2,4,1501,0,0,3,0,1753,130,0,0.199866755496336,1,,
17266829,2,1,3636,5,0,4,0,10059,89,0,0.11001100110011,0,,
17266583,1,2,170,0,0,0,1,1385,62894,1,0,0,,
17266469,2,1,87,2,0,3,0,138709,26,0,3.44827586206897,0,,
17266428,2,4,149,0,0,15,6,68136,11082,0,10.0671140939597,1,,
17266297,1,5,10387,5,0,2,0,773,962,1,0.019254837777992,0,,
17266248,1,1,3247,2,0,2,0,405,6,1,0.061595318755775,0,,
20611277,3,2,2604,1,1,3,4,4487,235,0,0.115207373271889,1,,
20611212,2,2,154,3,0,3,0,14545,3193,0,1.94805194805195,0,,
20611200,1,1,103,8,0,3,4,70298,132,0,2.9126213592233,1,,
20611135,1,4,425,0,1,2,2,30239,91,0,0.470588235294118,0,,
20611086,2,1,60,0,0,3,0,65385,22,0,5,0,,
20611082,2,1,171,4,0,0,0,24671,680,1,0,0,,
20611081,1,1,133,7,0,1,3,866,32,0,0.75187969924812,1,,
20611001,7,16,1053,0,5,12,2,9688,768,0,1.13960113960114,1,,
20610948,2,1,4747,0,0,4,1,436,1347,0,0.084263745523489,1,,
20610830,1,1,278,3,0,0,0,34636,103,1,0,0,,
20610730,2,4,1206,7,4,3,3,537,1695,0,0.248756218905473,1,,
20610702,1,1,59,0,0,0,2,4329,165,1,0,0,,
20610690,1,3,397,2,1,4,1,8912,1286,0,1.00755667506297,1,,
20610679,2,2,603,5,1,2,2,6968,467,0,0.33167495854063,1,,
20610675,2,1,127,0,0,0,0,1959,477,1,0,0,,
20610643,2,2,1221,3,0,5,1,2451,1482,0,0.40950040950041,1,,
20610561,2,1,332,4,0,4,4,63651,1385,0,1.20481927710843,1,,
20610511,1,3,87,5,0,3,0,4613,367,0,3.44827586206897,1,,
20610491,2,1,131,3,0,2,1,29553,723,0,1.52671755725191,1,,
20610471,2,3,131,1,1,0,2,565,84,1,0,0,,
20610330,1,1,284,2,0,1,9,1472,42,0,0.352112676056338,1,,
20610259,1,1,82,4,0,0,3,8846,15,0,0,1,,
20610171,1,1,1664,2,0,3,1,46,1797,0,0.180288461538462,1,,
20610080,2,10,15456,10,2,27,2,7924,88,0,0.174689440993789,1,,
20609714,2,2,454,4,0,2,0,644,49,0,0.440528634361234,1,,
20609638,1,1,307,0,1,1,1,2940,193,0,0.325732899022801,0,,
20609502,1,1,219,0,0,1,1,2940,24,0,0.45662100456621,0,,
20609459,1,3,8190,0,1,4,0,675,2500,1,0.048840048840049,1,,
20609446,7,9,700,7,2,21,0,3072,2430,0,3,0,,
20609285,2,4,308,2,0,1,0,5601,590,1,0.324675324675325,0,,
20609242,2,1,70,0,0,1,0,87778,54,0,1.42857142857143,0,,
20609106,1,2,113,0,0,0,0,2836,45,1,0,0,,
20608843,1,1,623,10,1,0,0,86,86,0,0,1,,
20608827,1,1,404,1,0,0,0,21,21,0,0,1,,
20608724,1,2,154,1,0,0,0,404,19,1,0,0,,
20608535,1,3,6103,2,0,9,1,5731,7275,0,0.147468458135343,1,,
20608272,3,1,135,1,0,5,1,16207,16,0,3.7037037037037,1,,
20608238,2,2,197,0,0,2,1,52870,272,0,1.01522842639594,1,,
20608151,1,4,116,1,0,0,0,15,3224,1,0,0,,
20608145,4,1,101,2,0,1,1,2442,314,0,0.99009900990099,1,,
20608090,1,3,1651,0,0,3,1,3694,420,0,0.181708055723804,0,,
20608073,4,1,517,1,0,5,0,2763,90,0,0.967117988394584,1,,
20607928,3,2,199,9,0,20,5,113261,60,0,10.0502512562814,1,,
20607777,1,1,5326,0,0,8,8,57958,2408,0,0.150206533984228,1,,
20607727,3,1,81,0,0,5,0,10616,62,0,6.17283950617284,1,,
20607704,3,2,1834,2,2,5,0,1799,725,0,0.272628135223555,0,,
20607622,1,1,201,0,0,0,0,49,13416,1,0,0,,
20607603,1,6,2323,2,2,8,3,165882,35,0,0.344382264313388,1,,
20607600,3,2,1751,6,0,3,1,2263,403,0,0.171330668189606,1,,
20607551,2,4,110,0,0,2,0,184100,23587,0,1.81818181818182,1,,
20607524,3,4,10201,4,1,11,4,27048,336,0,0.107832565434761,1,,
20607420,3,2,251,2,0,3,0,15094,596,0,1.19521912350598,1,,
20607404,1,1,145,1,0,-1,0,2627,302,1,-0.689655172413793,1,,
20607368,2,1,743,7,0,0,1,282,554,1,0,0,,
20607357,2,1,3957,2,0,3,0,1097,99,0,0.075815011372252,1,,
20607356,2,1,137,0,0,0,0,1697,11901,1,0,0,,
20606768,2,2,277,0,0,0,1,2238,13416,1,0,0,,
20606738,2,3,2189,3,1,2,1,2210,23,0,0.091365920511649,1,,
20606582,1,1,818,1,0,2,1,6468,34,0,0.244498777506112,1,,
